Orthogroup	Populus_trichocarpa	Salix_dunnii
OG0008607	Populus_trichocarpa|Potri.005G058800, Populus_trichocarpa|Potri.007G109200	Salix_dunnii|Safaf07G0094300
OG0008608	Populus_trichocarpa|Potri.015G141700	Salix_dunnii|Safaf15G0118600
OG0008609	Populus_trichocarpa|Potri.007G116400	Salix_dunnii|Safaf07G0100200
OG0008610	Populus_trichocarpa|Potri.005G100300	Salix_dunnii|Safaf05G0072800
OG0008611	Populus_trichocarpa|Potri.009G170400, Populus_trichocarpa|Potri.004G209500	Salix_dunnii|Safaf04G0150500
OG0008612	Populus_trichocarpa|Potri.009G169500	Salix_dunnii|Safaf09G0135900
OG0008613	Populus_trichocarpa|Potri.007G078650, Populus_trichocarpa|Potri.005G086100	Salix_dunnii|Safaf05G0059400
OG0008614	Populus_trichocarpa|Potri.016G091900	Salix_dunnii|Safaf16G0082000
OG0008614	Populus_trichocarpa|Potri.006G125300	Salix_dunnii|Safaf06G0102300
OG0008615	Populus_trichocarpa|Potri.008G062100	Salix_dunnii|Safaf08G0049700
OG0008616	Populus_trichocarpa|Potri.006G206100	Salix_dunnii|Safaf06G0162400
OG0008616	Populus_trichocarpa|Potri.016G073500	Salix_dunnii|Safaf16G0066500
OG0008617	Populus_trichocarpa|Potri.001G032300, Populus_trichocarpa|Potri.003G192700	Salix_dunnii|Safaf03G0148400
OG0008618	Populus_trichocarpa|Potri.010G057400	Salix_dunnii|Safaf10G0049400
OG0008619	Populus_trichocarpa|Potri.002G103400, Populus_trichocarpa|Potri.005G158000	Salix_dunnii|Safaf02G0086000
OG0008620	Populus_trichocarpa|Potri.018G017400	Salix_dunnii|Safaf18G0013000
OG0008620	Populus_trichocarpa|Potri.006G265500	Salix_dunnii|Safaf06G0214700
OG0008622	Populus_trichocarpa|Potri.001G060200, Populus_trichocarpa|Potri.003G167700	Salix_dunnii|Safaf03G0129000
OG0008623	Populus_trichocarpa|Potri.014G143900, Populus_trichocarpa|Potri.002G237950	Salix_dunnii|Safaf02G0188700
OG0008625	Populus_trichocarpa|Potri.018G085400	Salix_dunnii|Safaf18G0067400
OG0008625	Populus_trichocarpa|Potri.018G085500	Salix_dunnii|Safaf18G0067500
OG0008626	Populus_trichocarpa|Potri.018G131000	Salix_dunnii|Safaf18G0102700
OG0008627	Populus_trichocarpa|Potri.014G015700	Salix_dunnii|Safaf14G0007000
OG0008628	Populus_trichocarpa|Potri.015G053000, Populus_trichocarpa|Potri.012G058300	Salix_dunnii|Safaf12G0043400
OG0008629	Populus_trichocarpa|Potri.012G034901, Populus_trichocarpa|Potri.015G026300	Salix_dunnii|Safaf15G0022800
OG0008630	Populus_trichocarpa|Potri.013G027200	Salix_dunnii|Safaf13G0023200, Salix_dunnii|Safaf13G0023000, Salix_dunnii|Safaf13G0023300
OG0008631	Populus_trichocarpa|Potri.013G013100	Salix_dunnii|Safaf13G0011200
OG0008631	Populus_trichocarpa|Potri.005G022600	Salix_dunnii|Safaf05G0092600
OG0008632	Populus_trichocarpa|Potri.018G147400	Salix_dunnii|Safaf18G0112600
OG0008633	Populus_trichocarpa|Potri.014G161000	Salix_dunnii|Safaf14G0122600
OG0008635	Populus_trichocarpa|Potri.004G167800, Populus_trichocarpa|Potri.009G129301	Salix_dunnii|Safaf09G0105200
OG0008636	Populus_trichocarpa|Potri.003G103300	Salix_dunnii|Safaf03G0073500
OG0008637	Populus_trichocarpa|Potri.011G040700	Salix_dunnii|Safaf11G0021700, Salix_dunnii|Safaf11G0021800
OG0008639	Populus_trichocarpa|Potri.006G186500, Populus_trichocarpa|Potri.018G109400	Salix_dunnii|Safaf18G0087800
OG0008640	Populus_trichocarpa|Potri.001G286200	Salix_dunnii|Safaf16G0169900
OG0008640	Populus_trichocarpa|Potri.009G080400	Salix_dunnii|Safaf09G0064500
OG0008643	Populus_trichocarpa|Potri.015G081601, Populus_trichocarpa|Potri.T125208, Populus_trichocarpa|Potri.008G187500	Salix_dunnii|Safaf08G0153700
OG0008644	Populus_trichocarpa|Potri.008G176201, Populus_trichocarpa|Potri.010G058850	Salix_dunnii|Safaf10G0047800
OG0008646	Populus_trichocarpa|Potri.008G064900	Salix_dunnii|Safaf08G0052000
OG0008647	Populus_trichocarpa|Potri.014G151101	Salix_dunnii|Safaf14G0115300, Salix_dunnii|Safaf14G0115500
OG0008647	Populus_trichocarpa|Potri.002G231250	Salix_dunnii|Safaf02G0183800
OG0008648	Populus_trichocarpa|Potri.012G007700	Salix_dunnii|Safaf12G0038100, Salix_dunnii|Safaf12G0004100
OG0008650	Populus_trichocarpa|Potri.017G027900	Salix_dunnii|Safaf17G0014700
OG0008652	Populus_trichocarpa|Potri.010G254000, Populus_trichocarpa|Potri.004G232700	Salix_dunnii|Safaf01G0186400
OG0008653	Populus_trichocarpa|Potri.001G306300	Salix_dunnii|Safaf16G0185700
OG0008653	Populus_trichocarpa|Potri.019G002201	Salix_dunnii|Safaf19G0013500
OG0008654	Populus_trichocarpa|Potri.006G173200, Populus_trichocarpa|Potri.006G172100	Salix_dunnii|Safaf06G0137700
OG0008656	Populus_trichocarpa|Potri.007G042000, Populus_trichocarpa|Potri.005G136800	Salix_dunnii|Safaf07G0038700
OG0008657	Populus_trichocarpa|Potri.014G196600, Populus_trichocarpa|Potri.002G260100	Salix_dunnii|Safaf02G0206100
OG0008659	Populus_trichocarpa|Potri.011G134400, Populus_trichocarpa|Potri.011G134500	Salix_dunnii|Safaf02G0115600, Salix_dunnii|Safaf11G0097800
OG0008660	Populus_trichocarpa|Potri.008G173500, Populus_trichocarpa|Potri.010G063900	Salix_dunnii|Safaf10G0044000
OG0008661	Populus_trichocarpa|Potri.006G264000	Salix_dunnii|Safaf06G0212900
OG0008662	Populus_trichocarpa|Potri.006G003700, Populus_trichocarpa|Potri.016G004800	Salix_dunnii|Safaf16G0009700, Salix_dunnii|Safaf16G0008400
OG0008663	Populus_trichocarpa|Potri.002G223100	Salix_dunnii|Safaf02G0177300
OG0008663	Populus_trichocarpa|Potri.014G162800	Salix_dunnii|Safaf14G0124700
OG0008664	Populus_trichocarpa|Potri.003G160400, Populus_trichocarpa|Potri.001G070400	Salix_dunnii|Safaf03G0122400
OG0008665	Populus_trichocarpa|Potri.016G056700	Salix_dunnii|Safaf16G0050800, Salix_dunnii|Safaf16G0051100
OG0008666	Populus_trichocarpa|Potri.006G057400	Salix_dunnii|Safaf06G0041200
OG0008666	Populus_trichocarpa|Potri.016G050900	Salix_dunnii|Safaf16G0045000
OG0008667	Populus_trichocarpa|Potri.008G137600	Salix_dunnii|Safaf08G0112200
OG0008667	Populus_trichocarpa|Potri.010G103200	Salix_dunnii|Safaf10G0061900
OG0008668	Populus_trichocarpa|Potri.010G058400	Salix_dunnii|Safaf10G0048300
OG0008668	Populus_trichocarpa|Potri.008G176700	Salix_dunnii|Safaf08G0145500
OG0008669	Populus_trichocarpa|Potri.004G017900, Populus_trichocarpa|Potri.004G017600	Salix_dunnii|Safaf04G0010000
OG0008671	Populus_trichocarpa|Potri.015G125501, Populus_trichocarpa|Potri.012G125600	Salix_dunnii|Safaf12G0097800
OG0008673	Populus_trichocarpa|Potri.005G087400	Salix_dunnii|Safaf05G0061200
OG0008673	Populus_trichocarpa|Potri.007G076600	Salix_dunnii|Safaf07G0068900
OG0008675	Populus_trichocarpa|Potri.011G150400, Populus_trichocarpa|Potri.011G164200	Salix_dunnii|Safaf11G0111600, Salix_dunnii|Safaf11G0111700, Salix_dunnii|Safaf11G0111800
OG0008676	Populus_trichocarpa|Potri.002G199700, Populus_trichocarpa|Potri.014G124300	Salix_dunnii|Safaf14G0092400
OG0008677	Populus_trichocarpa|Potri.014G113900, Populus_trichocarpa|Potri.002G188100	Salix_dunnii|Safaf14G0083500, Salix_dunnii|Safaf02G0155300
OG0008678	Populus_trichocarpa|Potri.002G173400	Salix_dunnii|Safaf02G0144700
OG0008678	Populus_trichocarpa|Potri.014G100400	Salix_dunnii|Safaf14G0071400
OG0008679	Populus_trichocarpa|Potri.014G059100	Salix_dunnii|Safaf14G0038400
OG0008679	Populus_trichocarpa|Potri.002G143200	Salix_dunnii|Safaf02G0120500
OG0008680	Populus_trichocarpa|Potri.010G189900, Populus_trichocarpa|Potri.008G067400	Salix_dunnii|Safaf10G0145600
OG0008682	Populus_trichocarpa|Potri.013G119400	Salix_dunnii|Safaf13G0095300
OG0008682	Populus_trichocarpa|Potri.019G091300	Salix_dunnii|Safaf19G0093400
OG0008683	Populus_trichocarpa|Potri.016G039700, Populus_trichocarpa|Potri.016G039733	Salix_dunnii|Safaf16G0036800
OG0008684	Populus_trichocarpa|Potri.012G077200, Populus_trichocarpa|Potri.015G072400	Salix_dunnii|Safaf12G0058200
OG0008685	Populus_trichocarpa|Potri.010G242200	Salix_dunnii|Safaf10G0188600
OG0008685	Populus_trichocarpa|Potri.008G018000	Salix_dunnii|Safaf08G0011500
OG0008686	Populus_trichocarpa|Potri.007G051600	Salix_dunnii|Safaf07G0048400
OG0008686	Populus_trichocarpa|Potri.005G144900	Salix_dunnii|Safaf05G0106600
OG0008687	Populus_trichocarpa|Potri.006G227600	Salix_dunnii|Safaf06G0180900
OG0008687	Populus_trichocarpa|Potri.018G052200	Salix_dunnii|Safaf18G0039900
OG0008690	Populus_trichocarpa|Potri.004G043300, Populus_trichocarpa|Potri.011G052100	Salix_dunnii|Safaf11G0031300
OG0008694	Populus_trichocarpa|Potri.006G107900, Populus_trichocarpa|Potri.016G135100	Salix_dunnii|Safaf04G0161300
OG0008695	Populus_trichocarpa|Potri.016G114100	Salix_dunnii|Safaf16G0095800
OG0008695	Populus_trichocarpa|Potri.006G098800	Salix_dunnii|Safaf06G0077300
OG0008697	Populus_trichocarpa|Potri.001G318600	Salix_dunnii|Safaf16G0196700
OG0008697	Populus_trichocarpa|Potri.017G058200	Salix_dunnii|Safaf17G0055400
OG0008698	Populus_trichocarpa|Potri.002G048666	Salix_dunnii|Safaf02G0041000
OG0008699	Populus_trichocarpa|Potri.005G211900, Populus_trichocarpa|Potri.002G050300	Salix_dunnii|Safaf02G0042500
OG0008700	Populus_trichocarpa|Potri.005G210000	Salix_dunnii|Safaf05G0154300
OG0008700	Populus_trichocarpa|Potri.002G052700	Salix_dunnii|Safaf02G0044500
OG0008701	Populus_trichocarpa|Potri.001G010700, Populus_trichocarpa|Potri.003G215201	Salix_dunnii|Safaf03G0163100
OG0008703	Populus_trichocarpa|Potri.006G256700, Populus_trichocarpa|Potri.006G256600	Salix_dunnii|Safaf06G0207100, Salix_dunnii|Safaf06G0206900, Salix_dunnii|Safaf06G0206700
OG0008704	Populus_trichocarpa|Potri.005G046600	Salix_dunnii|Safaf05G0026300
OG0008704	Populus_trichocarpa|Potri.013G033300, Populus_trichocarpa|Potri.013G033600	Salix_dunnii|Safaf13G0028100
OG0008705	Populus_trichocarpa|Potri.011G062600, Populus_trichocarpa|Potri.011G062900	Salix_dunnii|Safaf11G0039700, Salix_dunnii|Safaf11G0039600
OG0008706	Populus_trichocarpa|Potri.004G055300, Populus_trichocarpa|Potri.011G065100	Salix_dunnii|Safaf04G0036800
OG0008707	Populus_trichocarpa|Potri.010G209600	Salix_dunnii|Safaf10G0162600
OG0008708	Populus_trichocarpa|Potri.005G244800	Salix_dunnii|Safaf05G0185900
OG0008710	Populus_trichocarpa|Potri.003G184601, Populus_trichocarpa|Potri.003G184501	Salix_dunnii|Safaf01G0031300
OG0008711	Populus_trichocarpa|Potri.001G019890	Salix_dunnii|Safaf01G0017600
OG0008711	Populus_trichocarpa|Potri.001G019985	Salix_dunnii|Safaf01G0017800
OG0008712	Populus_trichocarpa|Potri.017G116200	Salix_dunnii|Safaf17G0109200
OG0008713	Populus_trichocarpa|Potri.017G001400, Populus_trichocarpa|Potri.007G146401	Salix_dunnii|Safaf07G0124200
OG0008714	Populus_trichocarpa|Potri.012G139300, Populus_trichocarpa|Potri.015G141800	Salix_dunnii|Safaf15G0118700
OG0008715	Populus_trichocarpa|Potri.015G011000, Populus_trichocarpa|Potri.018G007900	Salix_dunnii|Safaf18G0006000
OG0008716	Populus_trichocarpa|Potri.009G113168, Populus_trichocarpa|Potri.T126004, Populus_trichocarpa|Potri.004G151200	Salix_dunnii|Safaf09G0091900
OG0008717	Populus_trichocarpa|Potri.017G007600	Salix_dunnii|Safaf17G0001600, Salix_dunnii|Safaf17G0001700
OG0008719	Populus_trichocarpa|Potri.007G025100	Salix_dunnii|Safaf07G0022100
OG0008719	Populus_trichocarpa|Potri.007G025200	Salix_dunnii|Safaf07G0022200
OG0008720	Populus_trichocarpa|Potri.005G122400	Salix_dunnii|Safaf05G0092000
OG0008721	Populus_trichocarpa|Potri.005G121850, Populus_trichocarpa|Potri.007G023600	Salix_dunnii|Safaf07G0020500
OG0008722	Populus_trichocarpa|Potri.007G015200, Populus_trichocarpa|Potri.005G117100	Salix_dunnii|Safaf05G0086700
OG0008724	Populus_trichocarpa|Potri.012G070100, Populus_trichocarpa|Potri.015G064800	Salix_dunnii|Safaf15G0058100
OG0008725	Populus_trichocarpa|Potri.011G076400	Salix_dunnii|Safaf11G0048800, Salix_dunnii|Safaf11G0048700
OG0008726	Populus_trichocarpa|Potri.004G197100	Salix_dunnii|Safaf04G0141700
OG0008727	Populus_trichocarpa|Potri.018G121100	Salix_dunnii|Safaf18G0094800
OG0008728	Populus_trichocarpa|Potri.018G115601, Populus_trichocarpa|Potri.006G060000	Salix_dunnii|Safaf06G0043400
OG0008729	Populus_trichocarpa|Potri.009G045800, Populus_trichocarpa|Potri.001G251200	Salix_dunnii|Safaf16G0140200
OG0008730	Populus_trichocarpa|Potri.006G072300	Salix_dunnii|Safaf06G0054200
OG0008730	Populus_trichocarpa|Potri.018G139200	Salix_dunnii|Safaf18G0106100
OG0008731	Populus_trichocarpa|Potri.001G083700	Salix_dunnii|Safaf01G0063600
OG0008732	Populus_trichocarpa|Potri.013G047950, Populus_trichocarpa|Potri.013G047900	Salix_dunnii|Safaf13G0039600
OG0008733	Populus_trichocarpa|Potri.019G099300, Populus_trichocarpa|Potri.019G099500, Populus_trichocarpa|Potri.019G099400	Salix_dunnii|Safaf19G0101000
OG0008734	Populus_trichocarpa|Potri.004G218800	Salix_dunnii|Safaf01G0175600
OG0008735	Populus_trichocarpa|Potri.001G020400	Salix_dunnii|Safaf01G0018100
OG0008737	Populus_trichocarpa|Potri.017G084700, Populus_trichocarpa|Potri.004G122800	Salix_dunnii|Safaf17G0083600
OG0008738	Populus_trichocarpa|Potri.019G128300	Salix_dunnii|Safaf19G0116700
OG0008738	Populus_trichocarpa|Potri.013G155400	Salix_dunnii|Safaf13G0121400
OG0008739	Populus_trichocarpa|Potri.004G221600	Salix_dunnii|Safaf01G0179100, Salix_dunnii|Safaf01G0178600, Salix_dunnii|Safaf01G0178800
OG0008741	Populus_trichocarpa|Potri.008G019250	Salix_dunnii|Safaf08G0012900, Salix_dunnii|Safaf08G0012600
OG0008742	Populus_trichocarpa|Potri.006G088664, Populus_trichocarpa|Potri.006G088616, Populus_trichocarpa|Potri.006G088700, Populus_trichocarpa|Potri.006G088500	Salix_dunnii|Safaf06G0068600
OG0008744	Populus_trichocarpa|Potri.014G108200	Salix_dunnii|Safaf14G0078400
OG0008745	Populus_trichocarpa|Potri.003G014900, Populus_trichocarpa|Potri.004G219000	Salix_dunnii|Safaf01G0175800
OG0008746	Populus_trichocarpa|Potri.016G017700	Salix_dunnii|Safaf16G0019700
OG0008747	Populus_trichocarpa|Potri.013G119100	Salix_dunnii|Safaf13G0095000
OG0008747	Populus_trichocarpa|Potri.019G091100	Salix_dunnii|Safaf19G0093500
OG0008748	Populus_trichocarpa|Potri.004G199400	Salix_dunnii|Safaf04G0142900
OG0008748	Populus_trichocarpa|Potri.009G160800	Salix_dunnii|Safaf09G0129500
OG0008749	Populus_trichocarpa|Potri.004G190200	Salix_dunnii|Safaf04G0136600
OG0008750	Populus_trichocarpa|Potri.002G117400, Populus_trichocarpa|Potri.014G014700	Salix_dunnii|Safaf14G0006100
OG0008751	Populus_trichocarpa|Potri.001G116000	Salix_dunnii|Safaf01G0092400
OG0008752	Populus_trichocarpa|Potri.010G051400	Salix_dunnii|Safaf10G0019200
OG0008754	Populus_trichocarpa|Potri.015G063200	Salix_dunnii|Safaf15G0056100
OG0008755	Populus_trichocarpa|Potri.008G126700, Populus_trichocarpa|Potri.010G116500	Salix_dunnii|Safaf10G0077800
OG0008756	Populus_trichocarpa|Potri.001G172900	Salix_dunnii|Safaf01G0144600
OG0008757	Populus_trichocarpa|Potri.008G083400	Salix_dunnii|Safaf08G0066600
OG0008757	Populus_trichocarpa|Potri.010G173000	Salix_dunnii|Safaf10G0131300
OG0008758	Populus_trichocarpa|Potri.010G254200	Salix_dunnii|Safaf10G0197900
OG0008759	Populus_trichocarpa|Potri.011G101200, Populus_trichocarpa|Potri.011G099500, Populus_trichocarpa|Potri.011G101301	Salix_dunnii|Safaf16G0250200
OG0008760	Populus_trichocarpa|Potri.012G061300	Salix_dunnii|Safaf12G0046800
OG0008760	Populus_trichocarpa|Potri.015G053100	Salix_dunnii|Safaf15G0042300
OG0008761	Populus_trichocarpa|Potri.015G068200	Salix_dunnii|Safaf15G0060500
OG0008762	Populus_trichocarpa|Potri.001G073500, Populus_trichocarpa|Potri.003G157450	Salix_dunnii|Safaf03G0120200
OG0008763	Populus_trichocarpa|Potri.007G063200, Populus_trichocarpa|Potri.005G102200	Salix_dunnii|Safaf05G0074600
OG0008764	Populus_trichocarpa|Potri.002G086300	Salix_dunnii|Safaf02G0072300
OG0008765	Populus_trichocarpa|Potri.001G312900	Salix_dunnii|Safaf16G0191300
OG0008766	Populus_trichocarpa|Potri.013G098700	Salix_dunnii|Safaf13G0077800
OG0008767	Populus_trichocarpa|Potri.003G168400, Populus_trichocarpa|Potri.001G059500	Salix_dunnii|Safaf01G0045300
OG0008768	Populus_trichocarpa|Potri.014G116600	Salix_dunnii|Safaf14G0086200
OG0008769	Populus_trichocarpa|Potri.001G358600	Salix_dunnii|Safaf16G0234000
OG0008770	Populus_trichocarpa|Potri.001G358300	Salix_dunnii|Safaf16G0233600
OG0008771	Populus_trichocarpa|Potri.001G139400	Salix_dunnii|Safaf01G0113300
OG0008772	Populus_trichocarpa|Potri.007G003800	Salix_dunnii|Safaf07G0003100
OG0008773	Populus_trichocarpa|Potri.003G048300	Salix_dunnii|Safaf13G0076200
OG0008774	Populus_trichocarpa|Potri.005G254800, Populus_trichocarpa|Potri.002G006700	Salix_dunnii|Safaf02G0004800
OG0008775	Populus_trichocarpa|Potri.002G022900	Salix_dunnii|Safaf02G0019500
OG0008776	Populus_trichocarpa|Potri.010G002500	Salix_dunnii|Safaf10G0002000
OG0008777	Populus_trichocarpa|Potri.014G068300	Salix_dunnii|Safaf14G0043300
OG0008777	Populus_trichocarpa|Potri.002G146400	Salix_dunnii|Safaf02G0123200
OG0008778	Populus_trichocarpa|Potri.001G295266, Populus_trichocarpa|Potri.009G089300	Salix_dunnii|Safaf09G0072000
OG0008779	Populus_trichocarpa|Potri.011G080800, Populus_trichocarpa|Potri.001G356600	Salix_dunnii|Safaf16G0232000
OG0008780	Populus_trichocarpa|Potri.003G045200	Salix_dunnii|Safaf03G0021500
OG0008781	Populus_trichocarpa|Potri.013G130800	Salix_dunnii|Safaf13G0102700
OG0008782	Populus_trichocarpa|Potri.001G366200, Populus_trichocarpa|Potri.001G366100	Salix_dunnii|Safaf16G0237800
OG0008783	Populus_trichocarpa|Potri.004G036900	Salix_dunnii|Safaf04G0023100
OG0008784	Populus_trichocarpa|Potri.001G424700	Salix_dunnii|Safaf11G0100700, Salix_dunnii|Safaf16G0285200, Salix_dunnii|Safaf16G0285500
OG0008785	Populus_trichocarpa|Potri.006G054700	Salix_dunnii|Safaf01G0113100, Salix_dunnii|Safaf06G0039100
OG0008786	Populus_trichocarpa|Potri.013G077700	Salix_dunnii|Safaf13G0072200
OG0008787	Populus_trichocarpa|Potri.013G088400, Populus_trichocarpa|Potri.019G051500	Salix_dunnii|Safaf19G0052900
OG0008788	Populus_trichocarpa|Potri.003G173000	Salix_dunnii|Safaf03G0133200
OG0008789	Populus_trichocarpa|Potri.010G050200	Salix_dunnii|Safaf10G0019600
OG0008790	Populus_trichocarpa|Potri.008G088500, Populus_trichocarpa|Potri.010G167150	Salix_dunnii|Safaf08G0070800
OG0008791	Populus_trichocarpa|Potri.001G423600	Salix_dunnii|Safaf16G0286500
OG0008792	Populus_trichocarpa|Potri.015G057200, Populus_trichocarpa|Potri.012G061700	Salix_dunnii|Safaf12G0047200
OG0008793	Populus_trichocarpa|Potri.002G023600, Populus_trichocarpa|Potri.005G237800	Salix_dunnii|Safaf02G0020100
OG0008794	Populus_trichocarpa|Potri.005G245700	Salix_dunnii|Safaf05G0186500
OG0008795	Populus_trichocarpa|Potri.010G103500, Populus_trichocarpa|Potri.008G137300	Salix_dunnii|Safaf08G0112000
OG0008796	Populus_trichocarpa|Potri.015G004400	Salix_dunnii|Safaf15G0003600
OG0008798	Populus_trichocarpa|Potri.006G008200	Salix_dunnii|Safaf06G0006300
OG0008799	Populus_trichocarpa|Potri.001G298800	Salix_dunnii|Safaf16G0180500
OG0008799	Populus_trichocarpa|Potri.009G093400	Salix_dunnii|Safaf09G0075300
OG0008800	Populus_trichocarpa|Potri.009G109300	Salix_dunnii|Safaf09G0088500
OG0008800	Populus_trichocarpa|Potri.004G148200	Salix_dunnii|Safaf04G0098200
OG0008801	Populus_trichocarpa|Potri.007G031200	Salix_dunnii|Safaf07G0028100, Salix_dunnii|Safaf07G0028200, Salix_dunnii|Safaf07G0027900, Salix_dunnii|Safaf07G0028300
OG0008802	Populus_trichocarpa|Potri.018G090200	Salix_dunnii|Safaf18G0072100
OG0008803	Populus_trichocarpa|Potri.007G011500	Salix_dunnii|Safaf07G0010200
OG0008804	Populus_trichocarpa|Potri.019G102000	Salix_dunnii|Safaf19G0103200
OG0008805	Populus_trichocarpa|Potri.009G136800	Salix_dunnii|Safaf09G0111500
OG0008806	Populus_trichocarpa|Potri.002G238500, Populus_trichocarpa|Potri.014G178500	Salix_dunnii|Safaf14G0136400
OG0008807	Populus_trichocarpa|Potri.005G085500	Salix_dunnii|Safaf05G0058900
OG0008809	Populus_trichocarpa|Potri.006G188500, Populus_trichocarpa|Potri.006G260500, Populus_trichocarpa|Potri.006G260837, Populus_trichocarpa|Potri.018G022100, Populus_trichocarpa|Potri.018G112301	Salix_dunnii|Safaf18G0016500
OG0008810	Populus_trichocarpa|Potri.018G057800, Populus_trichocarpa|Potri.006G234900	Salix_dunnii|Safaf06G0187300
OG0008811	Populus_trichocarpa|Potri.006G229300	Salix_dunnii|Safaf06G0182800
OG0008812	Populus_trichocarpa|Potri.001G219900, Populus_trichocarpa|Potri.001G219800	Salix_dunnii|Safaf16G0115400
OG0008813	Populus_trichocarpa|Potri.014G157600	Salix_dunnii|Safaf14G0119800
OG0008814	Populus_trichocarpa|Potri.010G068400	Salix_dunnii|Safaf08G0139900, Salix_dunnii|Safaf10G0040200
OG0008815	Populus_trichocarpa|Potri.006G118800	Salix_dunnii|Safaf06G0096700
OG0008816	Populus_trichocarpa|Potri.010G100600	Salix_dunnii|Safaf10G0064500
OG0008816	Populus_trichocarpa|Potri.008G141000	Salix_dunnii|Safaf08G0114200
OG0008817	Populus_trichocarpa|Potri.012G042800	Salix_dunnii|Safaf12G0029300, Salix_dunnii|Safaf12G0029700, Salix_dunnii|Safaf12G0029500
OG0008818	Populus_trichocarpa|Potri.008G057800	Salix_dunnii|Safaf08G0045800
OG0008818	Populus_trichocarpa|Potri.010G201700	Salix_dunnii|Safaf10G0155800
OG0008819	Populus_trichocarpa|Potri.001G018100	Salix_dunnii|Safaf01G0014600, Salix_dunnii|Safaf01G0015300
OG0008820	Populus_trichocarpa|Potri.014G044300	Salix_dunnii|Safaf02G0114200, Salix_dunnii|Safaf14G0027500
OG0008821	Populus_trichocarpa|Potri.012G131200, Populus_trichocarpa|Potri.014G072000	Salix_dunnii|Safaf14G0047400
OG0008822	Populus_trichocarpa|Potri.014G078800	Salix_dunnii|Safaf14G0053500
OG0008823	Populus_trichocarpa|Potri.010G145766, Populus_trichocarpa|Potri.008G105300	Salix_dunnii|Safaf08G0084700
OG0008825	Populus_trichocarpa|Potri.009G059800, Populus_trichocarpa|Potri.009G059600	Salix_dunnii|Safaf09G0046400
OG0008826	Populus_trichocarpa|Potri.006G096700	Salix_dunnii|Safaf06G0075900
OG0008827	Populus_trichocarpa|Potri.016G127600	Salix_dunnii|Safaf16G0108900
OG0008828	Populus_trichocarpa|Potri.006G191900, Populus_trichocarpa|Potri.016G046600	Salix_dunnii|Safaf16G0041700
OG0008829	Populus_trichocarpa|Potri.014G000700, Populus_trichocarpa|Potri.007G003200	Salix_dunnii|Safaf07G0002800
OG0008830	Populus_trichocarpa|Potri.010G014500	Salix_dunnii|Safaf10G0009300
OG0008831	Populus_trichocarpa|Potri.014G057550, Populus_trichocarpa|Potri.002G142100, Populus_trichocarpa|Potri.002G142000	Salix_dunnii|Safaf02G0119500
OG0008832	Populus_trichocarpa|Potri.001G404500	Salix_dunnii|Safaf16G0267600
OG0008832	Populus_trichocarpa|Potri.011G123600	Salix_dunnii|Safaf11G0087200
OG0008833	Populus_trichocarpa|Potri.001G179600	Salix_dunnii|Safaf01G0154000
OG0008834	Populus_trichocarpa|Potri.003G051700	Salix_dunnii|Safaf03G0028100
OG0008835	Populus_trichocarpa|Potri.007G047600, Populus_trichocarpa|Potri.005G141600	Salix_dunnii|Safaf05G0105000
OG0008837	Populus_trichocarpa|Potri.007G120101	Salix_dunnii|Safaf07G0102900
OG0008838	Populus_trichocarpa|Potri.008G201400	Salix_dunnii|Safaf08G0173100
OG0008839	Populus_trichocarpa|Potri.003G175200	Salix_dunnii|Safaf03G0135500
OG0008839	Populus_trichocarpa|Potri.001G053100	Salix_dunnii|Safaf01G0040300
OG0008840	Populus_trichocarpa|Potri.014G023400, Populus_trichocarpa|Potri.014G023200	Salix_dunnii|Safaf14G0012600
OG0008841	Populus_trichocarpa|Potri.015G000900	Salix_dunnii|Safaf15G0000900
OG0008842	Populus_trichocarpa|Potri.007G017600	Salix_dunnii|Safaf07G0015500
OG0008843	Populus_trichocarpa|Potri.005G099400	Salix_dunnii|Safaf05G0072100
OG0008844	Populus_trichocarpa|Potri.010G240300	Salix_dunnii|Safaf10G0187100
OG0008845	Populus_trichocarpa|Potri.008G021766, Populus_trichocarpa|Potri.010G237600, Populus_trichocarpa|Potri.006G083201	Salix_dunnii|Safaf06G0063500
OG0008846	Populus_trichocarpa|Potri.001G027700	Salix_dunnii|Safaf01G0023800
OG0008846	Populus_trichocarpa|Potri.003G196100	Salix_dunnii|Safaf03G0151600
OG0008847	Populus_trichocarpa|Potri.014G151700	Salix_dunnii|Safaf14G0115800
OG0008847	Populus_trichocarpa|Potri.002G230700	Salix_dunnii|Safaf02G0183200
OG0008848	Populus_trichocarpa|Potri.014G121400, Populus_trichocarpa|Potri.008G191200	Salix_dunnii|Safaf14G0090000
OG0008849	Populus_trichocarpa|Potri.011G091700	Salix_dunnii|Safaf11G0068300
OG0008850	Populus_trichocarpa|Potri.002G113300	Salix_dunnii|Safaf02G0095600
OG0008851	Populus_trichocarpa|Potri.005G174700	Salix_dunnii|Safaf05G0125600
OG0008851	Populus_trichocarpa|Potri.002G086600	Salix_dunnii|Safaf02G0072700
OG0008852	Populus_trichocarpa|Potri.014G149500	Salix_dunnii|Safaf14G0113700
OG0008853	Populus_trichocarpa|Potri.014G148700, Populus_trichocarpa|Potri.002G235200	Salix_dunnii|Safaf02G0186600
OG0008854	Populus_trichocarpa|Potri.003G003100, Populus_trichocarpa|Potri.004G227700	Salix_dunnii|Safaf01G0181900
